code,term,dmd,type
42043511000001105,VMP subsequent to 330136002,42043511000001105,VMP
42043611000001109,VMP subsequent to 375993004,42043611000001109,VMP
42043711000001100,VMP subsequent to 326553000,42043711000001100,VMP
42043811000001108,VMP subsequent to 326554006,42043811000001108,VMP
42043911000001103,VMP subsequent to 323223003,42043911000001103,VMP
42044011000001100,VMP subsequent to 323224009,42044011000001100,VMP
42044111000001104,VMP subsequent to 326559001,42044111000001104,VMP
42044211000001105,VMP subsequent to 428011001,42044211000001105,VMP
42080211000001108,VMP subsequent to 326038002,42080211000001108,VMP
42080311000001100,VMP subsequent to 326037007,42080311000001100,VMP
42080411000001107,VMP subsequent to 327300003,42080411000001107,VMP
42080511000001106,VMP subsequent to 703959000,42080511000001106,VMP
42080611000001105,VMP subsequent to 703960005,42080611000001105,VMP
42080711000001101,VMP subsequent to 703958008,42080711000001101,VMP
42080811000001109,VMP subsequent to 325345003,42080811000001109,VMP
42080911000001104,VMP subsequent to 325328008,42080911000001104,VMP
42081011000001107,VMP subsequent to 325329000,42081011000001107,VMP
42081111000001108,VMP subsequent to 325213005,42081111000001108,VMP
42081211000001102,VMP subsequent to 325214004,42081211000001102,VMP
42081311000001105,VMP subsequent to 409393009,42081311000001105,VMP
42081411000001103,VMP subsequent to 409394003,42081411000001103,VMP
42081511000001104,VMP subsequent to 409395002,42081511000001104,VMP
42081611000001100,VMP subsequent to 325349009,42081611000001100,VMP
42081711000001109,VMP subsequent to 325917002,42081711000001109,VMP
42081811000001101,VMP subsequent to 325914009,42081811000001101,VMP
42081911000001106,VMP subsequent to 325918007,42081911000001106,VMP
42082011000001104,VMP subsequent to 325356003,42082011000001104,VMP
42082111000001103,VMP subsequent to 376688006,42082111000001103,VMP
42082211000001109,VMP subsequent to 325355004,42082211000001109,VMP
42082311000001101,VMP subsequent to 325365005,42082311000001101,VMP
42082411000001108,VMP subsequent to 325951003,42082411000001108,VMP
42082511000001107,VMP subsequent to 376863000,42082511000001107,VMP
42082611000001106,VMP subsequent to 325336004,42082611000001106,VMP
42082711000001102,VMP subsequent to 325218001,42082711000001102,VMP
42082811000001105,VMP subsequent to 325219009,42082811000001105,VMP
42082911000001100,VMP subsequent to 325242002,42082911000001100,VMP
42083011000001108,VMP subsequent to 325261003,42083011000001108,VMP
42083111000001109,VMP subsequent to 325259007,42083111000001109,VMP
42083211000001103,VMP subsequent to 325262005,42083211000001103,VMP
42083311000001106,VMP subsequent to 325263000,42083311000001106,VMP
42083411000001104,VMP subsequent to 325248003,42083411000001104,VMP
42083511000001100,VMP subsequent to 325243007,42083511000001100,VMP
42083611000001101,VMP subsequent to 325251005,42083611000001101,VMP
42083711000001105,VMP subsequent to 331995007,42083711000001105,VMP
42083811000001102,VMP subsequent to 317681009,42083811000001102,VMP
42083911000001107,VMP subsequent to 325373001,42083911000001107,VMP
42084011000001105,VMP subsequent to 331164004,42084011000001105,VMP
42084111000001106,VMP subsequent to 325374007,42084111000001106,VMP
42084211000001100,VMP subsequent to 317678004,42084211000001100,VMP
42084311000001108,VMP subsequent to 373997000,42084311000001108,VMP
42084411000001101,VMP subsequent to 317720004,42084411000001101,VMP
42084511000001102,VMP subsequent to 325316000,42084511000001102,VMP
42084611000001103,VMP subsequent to 325315001,42084611000001103,VMP
42084711000001107,VMP subsequent to 374709007,42084711000001107,VMP
42084811000001104,VMP subsequent to 374708004,42084811000001104,VMP
42084911000001109,VMP subsequent to 325278007,42084911000001109,VMP
42085011000001109,VMP subsequent to 409197000,42085011000001109,VMP
42085111000001105,VMP subsequent to 325279004,42085111000001105,VMP
42085211000001104,VMP subsequent to 325410005,42085211000001104,VMP
42085311000001107,VMP subsequent to 325413007,42085311000001107,VMP
42085411000001100,VMP subsequent to 325411009,42085411000001100,VMP
42085511000001101,VMP subsequent to 325412002,42085511000001101,VMP
42085611000001102,VMP subsequent to 326008008,42085611000001102,VMP
42085711000001106,VMP subsequent to 134609007,42085711000001106,VMP
42085811000001103,VMP subsequent to 134608004,42085811000001103,VMP
42085911000001108,VMP subsequent to 134610002,42085911000001108,VMP
42086011000001100,VMP subsequent to 375797005,42086011000001100,VMP
42086111000001104,VMP subsequent to 419873003,42086111000001104,VMP
42086211000001105,VMP subsequent to 326062007,42086211000001105,VMP
42086311000001102,VMP subsequent to 326061000,42086311000001102,VMP
42086411000001109,VMP subsequent to 374897009,42086411000001109,VMP
42086511000001108,VMP subsequent to 429995001,42086511000001108,VMP
42086611000001107,VMP subsequent to 416533002,42086611000001107,VMP
42086711000001103,VMP subsequent to 432225008,42086711000001103,VMP
42086811000001106,VMP subsequent to 325426006,42086811000001106,VMP
42086911000001101,VMP subsequent to 325442004,42086911000001101,VMP
42087011000001102,VMP subsequent to 325450008,42087011000001102,VMP
42087111000001101,VMP subsequent to 325445002,42087111000001101,VMP
42087211000001107,VMP subsequent to 325443009,42087211000001107,VMP
42087311000001104,VMP subsequent to 325427002,42087311000001104,VMP
42087411000001106,VMP subsequent to 432224007,42087411000001106,VMP
42087511000001105,VMP subsequent to 317690002,42087511000001105,VMP
42087611000001109,VMP subsequent to 418349006,42087611000001109,VMP
42087711000001100,VMP subsequent to 374072009,42087711000001100,VMP
42087811000001108,VMP subsequent to 373994007,42087811000001108,VMP
42087911000001103,VMP subsequent to 325332002,42087911000001103,VMP
42088011000001101,VMP subsequent to 326075007,42088011000001101,VMP
42088111000001100,VMP subsequent to 326048000,42088111000001100,VMP
42088211000001106,VMP subsequent to 326049008,42088211000001106,VMP
42088311000001103,VMP subsequent to 326047005,42088311000001103,VMP
42088411000001105,VMP subsequent to 325984003,42088411000001105,VMP
42088511000001109,VMP subsequent to 408027002,42088511000001109,VMP
42088611000001108,VMP subsequent to 325983009,42088611000001108,VMP
42088711000001104,VMP subsequent to 409121008,42088711000001104,VMP
42088811000001107,VMP subsequent to 409124000,42088811000001107,VMP
42088911000001102,VMP subsequent to 409122001,42088911000001102,VMP
42089011000001106,VMP subsequent to 409125004,42089011000001106,VMP
42089111000001107,VMP subsequent to 326057006,42089111000001107,VMP
42089211000001101,VMP subsequent to 326056002,42089211000001101,VMP
42089311000001109,VMP subsequent to 326715008,42089311000001109,VMP
42089411000001102,VMP subsequent to 419015002,42089411000001102,VMP
42089511000001103,VMP subsequent to 326713001,42089511000001103,VMP
42089611000001104,VMP subsequent to 326714007,42089611000001104,VMP
42089711000001108,VMP subsequent to 424345005,42089711000001108,VMP
42089811000001100,VMP subsequent to 423962004,42089811000001100,VMP
42089911000001105,VMP subsequent to 424513004,42089911000001105,VMP
42090011000001102,VMP subsequent to 407857005,42090011000001102,VMP
42090111000001101,VMP subsequent to 407858000,42090111000001101,VMP
42090211000001107,VMP subsequent to 422044000,42090211000001107,VMP
42090311000001104,VMP subsequent to 376809003,42090311000001104,VMP
42090411000001106,VMP subsequent to 325258004,42090411000001106,VMP
42090511000001105,VMP subsequent to 374078008,42090511000001105,VMP
42090611000001109,VMP subsequent to 325267004,42090611000001109,VMP
42090711000001100,VMP subsequent to 400605006,42090711000001100,VMP
42090811000001108,VMP subsequent to 326034000,42090811000001108,VMP
42090911000001103,VMP subsequent to 326035004,42090911000001103,VMP
42099211000001100,VMP subsequent to 329925006,42099211000001100,VMP
42099311000001108,VMP subsequent to 329907004,42099311000001108,VMP
42099411000001101,VMP subsequent to 330061001,42099411000001101,VMP
42099511000001102,VMP subsequent to 330062008,42099511000001102,VMP
42099611000001103,VMP subsequent to 322784004,42099611000001103,VMP
42099711000001107,VMP subsequent to 329546008,42099711000001107,VMP
42099811000001104,VMP subsequent to 329547004,42099811000001104,VMP
42099911000001109,VMP subsequent to 329533003,42099911000001109,VMP
42100011000001105,VMP subsequent to 329532008,42100011000001105,VMP
42100111000001106,VMP subsequent to 331148007,42100111000001106,VMP
42100211000001100,VMP subsequent to 330120004,42100211000001100,VMP
42100311000001108,VMP subsequent to 330121000,42100311000001108,VMP
42100411000001101,VMP subsequent to 330170001,42100411000001101,VMP
42100511000001102,VMP subsequent to 330169002,42100511000001102,VMP
42100611000001103,VMP subsequent to 425685004,42100611000001103,VMP
42100711000001107,VMP subsequent to 318667005,42100711000001107,VMP
42100811000001104,VMP subsequent to 322840006,42100811000001104,VMP
42100911000001109,VMP subsequent to 318668000,42100911000001109,VMP
42101011000001101,VMP subsequent to 330079002,42101011000001101,VMP
42101111000001100,VMP subsequent to 418352003,42101111000001100,VMP
42101211000001106,VMP subsequent to 418855005,42101211000001106,VMP
42101311000001103,VMP subsequent to 329583008,42101311000001103,VMP
42101411000001105,VMP subsequent to 329562002,42101411000001105,VMP
42101511000001109,VMP subsequent to 329563007,42101511000001109,VMP
42101611000001108,VMP subsequent to 329967002,42101611000001108,VMP
42101711000001104,VMP subsequent to 329968007,42101711000001104,VMP
42101811000001107,VMP subsequent to 329598005,42101811000001107,VMP
42101911000001102,VMP subsequent to 329587009,42101911000001102,VMP
42102011000001109,VMP subsequent to 329602007,42102011000001109,VMP
42102111000001105,VMP subsequent to 329574003,42102111000001105,VMP
42102211000001104,VMP subsequent to 329612000,42102211000001104,VMP
42102311000001107,VMP subsequent to 329613005,42102311000001107,VMP
42102411000001100,VMP subsequent to 407788001,42102411000001100,VMP
42102511000001101,VMP subsequent to 407789009,42102511000001101,VMP
42102611000001102,VMP subsequent to 326124007,42102611000001102,VMP
42102711000001106,VMP subsequent to 322793003,42102711000001106,VMP
42102811000001103,VMP subsequent to 322794009,42102811000001103,VMP
42102911000001108,VMP subsequent to 370211007,42102911000001108,VMP
42103011000001100,VMP subsequent to 329616002,42103011000001100,VMP
42103111000001104,VMP subsequent to 329620003,42103111000001104,VMP
42103211000001105,VMP subsequent to 407909000,42103211000001105,VMP
42103311000001102,VMP subsequent to 407907003,42103311000001102,VMP
42103411000001109,VMP subsequent to 407908008,42103411000001109,VMP
42103511000001108,VMP subsequent to 441623005,42103511000001108,VMP
42103611000001107,VMP subsequent to 330201008,42103611000001107,VMP
42103711000001103,VMP subsequent to 329630007,42103711000001103,VMP
42103811000001106,VMP subsequent to 329631006,42103811000001106,VMP
42103911000001101,VMP subsequent to 329636001,42103911000001101,VMP
42104011000001103,VMP subsequent to 329642002,42104011000001103,VMP
42104111000001102,VMP subsequent to 329650006,42104111000001102,VMP
42104211000001108,VMP subsequent to 329649006,42104211000001108,VMP
42104311000001100,VMP subsequent to 329648003,42104311000001100,VMP
42104411000001107,VMP subsequent to 331348004,42104411000001107,VMP
42104511000001106,VMP subsequent to 329710002,42104511000001106,VMP
42104611000001105,VMP subsequent to 329683004,42104611000001105,VMP
42104711000001101,VMP subsequent to 370195008,42104711000001101,VMP
42104811000001109,VMP subsequent to 329652003,42104811000001109,VMP
42104911000001104,VMP subsequent to 329653008,42104911000001104,VMP
42105011000001104,VMP subsequent to 330264002,42105011000001104,VMP
42105111000001103,VMP subsequent to 330239000,42105111000001103,VMP
42105211000001109,VMP subsequent to 329677002,42105211000001109,VMP
42105311000001101,VMP subsequent to 329654002,42105311000001101,VMP
42105411000001108,VMP subsequent to 329708004,42105411000001108,VMP
42105511000001107,VMP subsequent to 329716008,42105511000001107,VMP
42105611000001106,VMP subsequent to 329714006,42105611000001106,VMP
42105711000001102,VMP subsequent to 376878007,42105711000001102,VMP
42105811000001105,VMP subsequent to 329715007,42105811000001105,VMP
42105911000001100,VMP subsequent to 329760008,42105911000001100,VMP
42106011000001108,VMP subsequent to 329758006,42106011000001108,VMP
42106111000001109,VMP subsequent to 408601001,42106111000001109,VMP
42106211000001103,VMP subsequent to 408602008,42106211000001103,VMP
42106311000001106,VMP subsequent to 329790001,42106311000001106,VMP
42106411000001104,VMP subsequent to 329803004,42106411000001104,VMP
42106511000001100,VMP subsequent to 329926007,42106511000001100,VMP
42106611000001101,VMP subsequent to 329928008,42106611000001101,VMP
42106711000001105,VMP subsequent to 329933007,42106711000001105,VMP
42106811000001102,VMP subsequent to 329927003,42106811000001102,VMP
42106911000001107,VMP subsequent to 412651007,42106911000001107,VMP
42107011000001106,VMP subsequent to 330129003,42107011000001106,VMP
42107111000001107,VMP subsequent to 322844002,42107111000001107,VMP
42107211000001101,VMP subsequent to 329910006,42107211000001101,VMP
42107311000001109,VMP subsequent to 329852000,42107311000001109,VMP
42107411000001102,VMP subsequent to 329838002,42107411000001102,VMP
42107511000001103,VMP subsequent to 329806007,42107511000001103,VMP
42107611000001104,VMP subsequent to 329839005,42107611000001104,VMP
42107711000001108,VMP subsequent to 329853005,42107711000001108,VMP
42107811000001100,VMP subsequent to 329807003,42107811000001100,VMP
42107911000001105,VMP subsequent to 322299000,42107911000001105,VMP
42108011000001107,VMP subsequent to 322827001,42108011000001107,VMP
42108111000001108,VMP subsequent to 322246006,42108111000001108,VMP
42108211000001102,VMP subsequent to 322256005,42108211000001102,VMP
42108311000001105,VMP subsequent to 322238005,42108311000001105,VMP
42108411000001103,VMP subsequent to 322277008,42108411000001103,VMP
42108511000001104,VMP subsequent to 322278003,42108511000001104,VMP
42108611000001100,VMP subsequent to 348468004,42108611000001100,VMP
42108711000001109,VMP subsequent to 322254008,42108711000001109,VMP
42108811000001101,VMP subsequent to 322257001,42108811000001101,VMP
42108911000001106,VMP subsequent to 322239002,42108911000001106,VMP
42109011000001102,VMP subsequent to 322804009,42109011000001102,VMP
42109111000001101,VMP subsequent to 348315009,42109111000001101,VMP
42109211000001107,VMP subsequent to 322780008,42109211000001107,VMP
42109311000001104,VMP subsequent to 322788001,42109311000001104,VMP
42109411000001106,VMP subsequent to 322280009,42109411000001106,VMP
42109511000001105,VMP subsequent to 322250004,42109511000001105,VMP
42109611000001109,VMP subsequent to 322236009,42109611000001109,VMP
42109711000001100,VMP subsequent to 322258006,42109711000001100,VMP
42109811000001108,VMP subsequent to 347249002,42109811000001108,VMP
42109911000001103,VMP subsequent to 329854004,42109911000001103,VMP
42110011000001108,VMP subsequent to 329855003,42110011000001108,VMP
42110111000001109,VMP subsequent to 329862007,42110111000001109,VMP
42110211000001103,VMP subsequent to 329863002,42110211000001103,VMP
42110311000001106,VMP subsequent to 329883001,42110311000001106,VMP
42110411000001104,VMP subsequent to 322850007,42110411000001104,VMP
42110511000001100,VMP subsequent to 322849007,42110511000001100,VMP
42110611000001101,VMP subsequent to 395519000,42110611000001101,VMP
42110711000001105,VMP subsequent to 322830008,42110711000001105,VMP
42110811000001102,VMP subsequent to 322829003,42110811000001102,VMP
42110911000001107,VMP subsequent to 330162006,42110911000001107,VMP
42111011000001104,VMP subsequent to 330164007,42111011000001104,VMP
42111111000001103,VMP subsequent to 330163001,42111111000001103,VMP
42111211000001109,VMP subsequent to 330165008,42111211000001109,VMP
42111311000001101,VMP subsequent to 388930005,42111311000001101,VMP
42111411000001108,VMP subsequent to 330084008,42111411000001108,VMP
42111511000001107,VMP subsequent to 330085009,42111511000001107,VMP
42111611000001106,VMP subsequent to 329887000,42111611000001106,VMP
42111711000001102,VMP subsequent to 329888005,42111711000001102,VMP
42111811000001105,VMP subsequent to 322809004,42111811000001105,VMP
42111911000001100,VMP subsequent to 322815004,42111911000001100,VMP
42112011000001107,VMP subsequent to 329914002,42112011000001107,VMP
42112111000001108,VMP subsequent to 329895001,42112111000001108,VMP
42112211000001102,VMP subsequent to 329896000,42112211000001102,VMP
42112311000001105,VMP subsequent to 322820004,42112311000001105,VMP
42112411000001103,VMP subsequent to 385585000,42112411000001103,VMP
42112511000001104,VMP subsequent to 385586004,42112511000001104,VMP
42112611000001100,VMP subsequent to 408146004,42112611000001100,VMP
42112711000001109,VMP subsequent to 322825009,42112711000001109,VMP
42112811000001101,VMP subsequent to 374041005,42112811000001101,VMP
42122011000001100,VMP subsequent to 330601002,42122011000001100,VMP
42122111000001104,VMP subsequent to 321241004,42122111000001104,VMP
42125211000001100,VMP subsequent to 321242006,42125211000001100,VMP
42125311000001108,VMP subsequent to 321355009,42125311000001108,VMP
42125411000001101,VMP subsequent to 321358006,42125411000001101,VMP
42125511000001102,VMP subsequent to 321246009,42125511000001102,VMP
42125611000001103,VMP subsequent to 321362000,42125611000001103,VMP
42125711000001107,VMP subsequent to 322890005,42125711000001107,VMP
42125811000001104,VMP subsequent to 322863001,42125811000001104,VMP
42125911000001109,VMP subsequent to 322891009,42125911000001109,VMP
42126011000001101,VMP subsequent to 322887004,42126011000001101,VMP
42126111000001100,VMP subsequent to 322889001,42126111000001100,VMP
42126211000001106,VMP subsequent to 322864007,42126211000001106,VMP
42126311000001103,VMP subsequent to 322888009,42126311000001103,VMP
42126411000001105,VMP subsequent to 322865008,42126411000001105,VMP
42126511000001109,VMP subsequent to 321248005,42126511000001109,VMP
42126611000001108,VMP subsequent to 321250002,42126611000001108,VMP
42126711000001104,VMP subsequent to 377277000,42126711000001104,VMP
42126811000001107,VMP subsequent to 321247000,42126811000001107,VMP
42126911000001102,VMP subsequent to 321249002,42126911000001102,VMP
42127011000001103,VMP subsequent to 321272000,42127011000001103,VMP
42127111000001102,VMP subsequent to 321104009,42127111000001102,VMP
42127311000001100,VMP subsequent to 322898003,42127311000001100,VMP
42127411000001107,VMP subsequent to 322897008,42127411000001107,VMP
42127511000001106,VMP subsequent to 321097005,42127511000001106,VMP
42127611000001105,VMP subsequent to 321238008,42127611000001105,VMP
42127711000001101,VMP subsequent to 321198003,42127711000001101,VMP
42127811000001109,VMP subsequent to 323074003,42127811000001109,VMP
42127911000001104,VMP subsequent to 323069006,42127911000001104,VMP
42128011000001102,VMP subsequent to 426016003,42128011000001102,VMP
42128111000001101,VMP subsequent to 321196004,42128111000001101,VMP
42128211000001107,VMP subsequent to 321199006,42128211000001107,VMP
42128311000001104,VMP subsequent to 321197008,42128311000001104,VMP
42128411000001106,VMP subsequent to 321203006,42128411000001106,VMP
42128511000001105,VMP subsequent to 321277006,42128511000001105,VMP
42128611000001109,VMP subsequent to 321276002,42128611000001109,VMP
42128711000001100,VMP subsequent to 322906007,42128711000001100,VMP
42128811000001108,VMP subsequent to 322908008,42128811000001108,VMP
42128911000001103,VMP subsequent to 374699005,42128911000001103,VMP
42129011000001107,VMP subsequent to 374700006,42129011000001107,VMP
42129111000001108,VMP subsequent to 374701005,42129111000001108,VMP
42129211000001102,VMP subsequent to 321112001,42129211000001102,VMP
42129311000001105,VMP subsequent to 321117007,42129311000001105,VMP
42129411000001103,VMP subsequent to 321118002,42129411000001103,VMP
42129511000001104,VMP subsequent to 323013002,42129511000001104,VMP
42129611000001100,VMP subsequent to 409467001,42129611000001100,VMP
42129711000001109,VMP subsequent to 323014008,42129711000001109,VMP
42129811000001101,VMP subsequent to 323015009,42129811000001101,VMP
42129911000001106,VMP subsequent to 323021008,42129911000001106,VMP
42130011000001101,VMP subsequent to 323022001,42130011000001101,VMP
42130111000001100,VMP subsequent to 441464008,42130111000001100,VMP
42130211000001106,VMP subsequent to 441947000,42130211000001106,VMP
42130311000001103,VMP subsequent to 441836008,42130311000001103,VMP
42130411000001105,VMP subsequent to 442041004,42130411000001105,VMP
42130511000001109,VMP subsequent to 322992003,42130511000001109,VMP
42130611000001108,VMP subsequent to 322982006,42130611000001108,VMP
42130711000001104,VMP subsequent to 322994002,42130711000001104,VMP
42130811000001107,VMP subsequent to 322991005,42130811000001107,VMP
42130911000001102,VMP subsequent to 322985008,42130911000001102,VMP
42131011000001105,VMP subsequent to 322981004,42131011000001105,VMP
42131111000001106,VMP subsequent to 323053004,42131111000001106,VMP
42131211000001100,VMP subsequent to 323055006,42131211000001100,VMP
42131311000001108,VMP subsequent to 323054005,42131311000001108,VMP
42131411000001101,VMP subsequent to 375396003,42131411000001101,VMP
42131511000001102,VMP subsequent to 321294008,42131511000001102,VMP
42131611000001103,VMP subsequent to 321295009,42131611000001103,VMP
42131711000001107,VMP subsequent to 377147002,42131711000001107,VMP
42131811000001104,VMP subsequent to 321123002,42131811000001104,VMP
42131911000001109,VMP subsequent to 321122007,42131911000001109,VMP
42132011000001102,VMP subsequent to 321308004,42132011000001102,VMP
42132111000001101,VMP subsequent to 375618007,42132111000001101,VMP
42132211000001107,VMP subsequent to 376656003,42132211000001107,VMP
42132311000001104,VMP subsequent to 321129003,42132311000001104,VMP
42132411000001106,VMP subsequent to 321127001,42132411000001106,VMP
42132511000001105,VMP subsequent to 321141005,42132511000001105,VMP
42132611000001109,VMP subsequent to 321314006,42132611000001109,VMP
42132711000001100,VMP subsequent to 321315007,42132711000001100,VMP
42132811000001108,VMP subsequent to 323046008,42132811000001108,VMP
42132911000001103,VMP subsequent to 323047004,42132911000001103,VMP
42133011000001106,VMP subsequent to 323048009,42133011000001106,VMP
42133111000001107,VMP subsequent to 703734003,42133111000001107,VMP
42133211000001101,VMP subsequent to 703735002,42133211000001101,VMP
42133311000001109,VMP subsequent to 703729002,42133311000001109,VMP
42133411000001102,VMP subsequent to 703730007,42133411000001102,VMP
42133511000001103,VMP subsequent to 703732004,42133511000001103,VMP
42133611000001104,VMP subsequent to 703733009,42133611000001104,VMP
42133711000001108,VMP subsequent to 322915000,42133711000001108,VMP
42133811000001100,VMP subsequent to 322927002,42133811000001100,VMP
42133911000001105,VMP subsequent to 322916004,42133911000001105,VMP
42134011000001108,VMP subsequent to 322917008,42134011000001108,VMP
42134111000001109,VMP subsequent to 322931008,42134111000001109,VMP
42134211000001103,VMP subsequent to 322930009,42134211000001103,VMP
42134311000001106,VMP subsequent to 322934000,42134311000001106,VMP
42134411000001104,VMP subsequent to 322943009,42134411000001104,VMP
42134511000001100,VMP subsequent to 322942004,42134511000001100,VMP
42134611000001101,VMP subsequent to 322944003,42134611000001101,VMP
42134711000001105,VMP subsequent to 322933006,42134711000001105,VMP
42134811000001102,VMP subsequent to 323003005,42134811000001102,VMP
42134911000001107,VMP subsequent to 323004004,42134911000001107,VMP
42135011000001107,VMP subsequent to 415161007,42135011000001107,VMP
42135111000001108,VMP subsequent to 415162000,42135111000001108,VMP
42135211000001102,VMP subsequent to 415163005,42135211000001102,VMP
42135311000001105,VMP subsequent to 421070002,42135311000001105,VMP
42135411000001103,VMP subsequent to 415164004,42135411000001103,VMP
42135511000001104,VMP subsequent to 415165003,42135511000001104,VMP
42135611000001100,VMP subsequent to 415166002,42135611000001100,VMP
42135711000001109,VMP subsequent to 415167006,42135711000001109,VMP
42135811000001101,VMP subsequent to 322948000,42135811000001101,VMP
42135911000001106,VMP subsequent to 371194003,42135911000001106,VMP
42136011000001103,VMP subsequent to 375136008,42136011000001103,VMP
42136111000001102,VMP subsequent to 704478002,42136111000001102,VMP
42136211000001108,VMP subsequent to 704479005,42136211000001108,VMP
42136311000001100,VMP subsequent to 704480008,42136311000001100,VMP
42136411000001107,VMP subsequent to 704481007,42136411000001107,VMP
42136511000001106,VMP subsequent to 704477007,42136511000001106,VMP
42136611000001105,VMP subsequent to 441572007,42136611000001105,VMP
42136711000001101,VMP subsequent to 441822003,42136711000001101,VMP
42136811000001109,VMP subsequent to 321357001,42136811000001109,VMP
42136911000001104,VMP subsequent to 321347002,42136911000001104,VMP
42137011000001100,VMP subsequent to 322956002,42137011000001100,VMP
42137111000001104,VMP subsequent to 322957006,42137111000001104,VMP
42137211000001105,VMP subsequent to 321152004,42137211000001105,VMP
42137311000001102,VMP subsequent to 321153009,42137311000001102,VMP
42137411000001109,VMP subsequent to 323024000,42137411000001109,VMP
42137511000001108,VMP subsequent to 323025004,42137511000001108,VMP
42137611000001107,VMP subsequent to 323029005,42137611000001107,VMP
42137711000001103,VMP subsequent to 323023006,42137711000001103,VMP
42137811000001106,VMP subsequent to 321173004,42137811000001106,VMP
42137911000001101,VMP subsequent to 323008001,42137911000001101,VMP
42138011000001104,VMP subsequent to 134538003,42138011000001104,VMP
42138111000001103,VMP subsequent to 323009009,42138111000001103,VMP
42138211000001109,VMP subsequent to 323010004,42138211000001109,VMP
42138311000001101,VMP subsequent to 134537008,42138311000001101,VMP
42138411000001108,VMP subsequent to 322979001,42138411000001108,VMP
42138511000001107,VMP subsequent to 322977004,42138511000001107,VMP
42138611000001106,VMP subsequent to 321191009,42138611000001106,VMP
42138711000001102,VMP subsequent to 321190005,42138711000001102,VMP
42138811000001105,VMP subsequent to 321184006,42138811000001105,VMP
42138911000001100,VMP subsequent to 321183000,42138911000001100,VMP
42139011000001109,VMP subsequent to 410930002,42139011000001109,VMP
42139111000001105,VMP subsequent to 417050003,42139111000001105,VMP
42139211000001104,VMP subsequent to 417678003,42139211000001104,VMP
42139311000001107,VMP subsequent to 321177003,42139311000001107,VMP
42139411000001100,VMP subsequent to 321175006,42139411000001100,VMP
42183611000001108,VMP subsequent to 330900004,42183611000001108,VMP
42183711000001104,VMP subsequent to 347086005,42183711000001104,VMP
42183811000001107,VMP subsequent to 347088006,42183811000001107,VMP
42183911000001102,VMP subsequent to 330768003,42183911000001102,VMP
42184011000001104,VMP subsequent to 320814008,42184011000001104,VMP
42184111000001103,VMP subsequent to 330611009,42184111000001103,VMP
42184211000001109,VMP subsequent to 320803005,42184211000001109,VMP
42184311000001101,VMP subsequent to 330427006,42184311000001101,VMP
42184411000001108,VMP subsequent to 330873002,42184411000001108,VMP
42184511000001107,VMP subsequent to 347095002,42184511000001107,VMP
42184611000001106,VMP subsequent to 347097005,42184611000001106,VMP
42184811000001105,VMP subsequent to 330548006,42184811000001105,VMP
42184911000001100,VMP subsequent to 330549003,42184911000001100,VMP
42185011000001100,VMP subsequent to 347099008,42185011000001100,VMP
42185111000001104,VMP subsequent to 331057004,42185111000001104,VMP
42185211000001105,VMP subsequent to 330953008,42185211000001105,VMP
42185411000001109,VMP subsequent to 354027002,42185411000001109,VMP
42185511000001108,VMP subsequent to 330442009,42185511000001108,VMP
42185611000001107,VMP subsequent to 330614001,42185611000001107,VMP
42185711000001103,VMP subsequent to 330620000,42185711000001103,VMP
42185811000001106,VMP subsequent to 407891009,42185811000001106,VMP
42185911000001101,VMP subsequent to 330731001,42185911000001101,VMP
42186011000001109,VMP subsequent to 330738007,42186011000001109,VMP
42186111000001105,VMP subsequent to 330623003,42186111000001105,VMP
42186211000001104,VMP subsequent to 330814003,42186211000001104,VMP
42186311000001107,VMP subsequent to 330629004,42186311000001107,VMP
42186411000001100,VMP subsequent to 330630009,42186411000001100,VMP
42186511000001101,VMP subsequent to 320818006,42186511000001101,VMP
42186611000001102,VMP subsequent to 330286001,42186611000001102,VMP
42186711000001106,VMP subsequent to 330295009,42186711000001106,VMP
42186811000001103,VMP subsequent to 330917006,42186811000001103,VMP
42186911000001108,VMP subsequent to 330916002,42186911000001108,VMP
42187011000001107,VMP subsequent to 330301005,42187011000001107,VMP
42187111000001108,VMP subsequent to 330418005,42187111000001108,VMP
42187211000001102,VMP subsequent to 330449000,42187211000001102,VMP
42187311000001105,VMP subsequent to 330563009,42187311000001105,VMP
42187411000001103,VMP subsequent to 330562004,42187411000001103,VMP
42187511000001104,VMP subsequent to 320718000,42187511000001104,VMP
42187611000001100,VMP subsequent to 134508009,42187611000001100,VMP
42187711000001109,VMP subsequent to 134748003,42187711000001109,VMP
42187811000001101,VMP subsequent to 347120004,42187811000001101,VMP
42187911000001106,VMP subsequent to 330368001,42187911000001106,VMP
42188011000001108,VMP subsequent to 320726008,42188011000001108,VMP
42188111000001109,VMP subsequent to 320730006,42188111000001109,VMP
42188211000001103,VMP subsequent to 347121000,42188211000001103,VMP
42188311000001106,VMP subsequent to 331001008,42188311000001106,VMP
42188411000001104,VMP subsequent to 331002001,42188411000001104,VMP
42188511000001100,VMP subsequent to 330734009,42188511000001100,VMP
42188611000001101,VMP subsequent to 330726003,42188611000001101,VMP
42188711000001105,VMP subsequent to 330543002,42188711000001105,VMP
42188811000001102,VMP subsequent to 331083009,42188811000001102,VMP
42188911000001107,VMP subsequent to 331084003,42188911000001107,VMP
42189011000001103,VMP subsequent to 407071001,42189011000001103,VMP
42189111000001102,VMP subsequent to 320826003,42189111000001102,VMP
